,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2580,high,medium,low,high,high,medium,high,high,medium,medium,medium,5
2581,medium,low,medium,high,high,low,high,high,low,medium,low,7
2582,medium,low,medium,high,high,low,high,high,low,medium,low,7
2583,medium,low,medium,high,high,low,high,high,low,medium,low,7
2584,medium,low,medium,high,high,low,high,high,low,medium,low,7
2585,medium,low,medium,high,high,low,high,high,low,medium,low,7
2586,medium,low,medium,high,high,low,high,high,low,medium,low,7
2587,low,low,low,low,medium,low,low,low,medium,low,low,6
2588,medium,low,medium,high,high,low,high,high,low,medium,low,7
2589,high,high,low,low,high,low,medium,medium,medium,medium,low,4
2590,medium,low,low,high,high,high,medium,high,high,low,medium,6
2591,medium,high,medium,high,high,low,medium,high,high,high,medium,7
2592,high,high,medium,low,low,medium,medium,medium,medium,high,medium,5
2593,low,low,medium,high,medium,high,medium,medium,medium,low,medium,5
2594,low,high,low,medium,low,low,low,low,high,high,high,7
2595,high,high,medium,low,medium,low,high,medium,medium,low,medium,5
2596,high,medium,medium,low,medium,medium,high,medium,medium,high,medium,5
2597,low,low,medium,low,low,high,low,low,medium,high,high,6
2598,high,medium,medium,low,medium,medium,high,medium,medium,high,medium,5
2599,medium,high,low,high,low,high,high,high,high,high,low,6
2600,medium,low,high,low,medium,high,medium,low,medium,high,high,7
2601,low,medium,medium,high,low,high,high,high,high,high,low,5
2602,low,low,medium,low,low,high,low,low,medium,high,high,6
2603,medium,medium,medium,medium,low,medium,low,low,high,high,high,7
2604,medium,medium,medium,medium,low,medium,low,low,high,high,high,7
2605,medium,low,medium,low,low,low,low,low,medium,low,high,6
2606,high,low,medium,medium,low,low,high,medium,high,medium,medium,6
2607,high,medium,medium,high,low,high,high,high,medium,medium,medium,6
2608,high,medium,medium,high,low,high,high,high,low,medium,medium,6
2609,medium,low,medium,low,low,low,low,low,medium,low,high,6
2610,low,medium,high,high,high,high,high,high,medium,high,low,5
2611,low,medium,high,medium,low,high,high,high,medium,medium,low,5
2612,medium,medium,medium,medium,low,medium,low,low,high,high,high,7
2613,medium,high,high,high,high,medium,medium,high,low,low,low,5
2614,low,low,high,medium,low,low,low,low,high,medium,high,5
2615,low,low,high,high,medium,high,medium,high,high,high,medium,7
2616,low,low,high,high,medium,high,medium,high,high,high,medium,7
2617,low,low,high,high,medium,high,medium,high,high,high,medium,7
2618,medium,medium,low,medium,low,high,medium,low,medium,low,high,7
2619,medium,high,medium,medium,high,medium,medium,high,low,medium,low,6
2620,low,medium,low,high,medium,medium,medium,high,medium,low,low,5
2621,medium,high,high,high,high,medium,medium,high,low,low,low,5
2622,medium,medium,low,medium,low,high,medium,low,medium,low,high,7
2623,low,low,high,high,medium,high,medium,high,high,high,medium,7
2624,low,low,high,medium,low,low,low,low,high,medium,high,5
2625,low,low,low,low,low,high,high,medium,high,low,low,5
2626,high,medium,low,low,low,medium,medium,medium,high,medium,medium,7
2627,high,low,low,low,low,medium,medium,medium,high,low,medium,7
2628,medium,medium,low,high,low,high,high,high,high,medium,medium,6
2629,low,high,low,low,medium,high,high,low,high,low,medium,5
2630,low,high,low,low,low,low,low,low,high,low,medium,6
2631,medium,medium,low,medium,low,medium,low,low,high,low,high,7
2632,medium,high,low,high,high,high,high,high,medium,medium,low,5
2633,high,medium,low,high,low,medium,high,high,medium,medium,low,5
2634,high,high,high,high,medium,low,high,high,low,high,low,5
2635,high,high,low,low,high,low,low,low,low,medium,high,6
2636,high,medium,low,high,low,medium,high,high,medium,medium,low,5
2637,high,high,high,high,medium,low,high,high,low,high,low,5
2638,high,low,high,low,low,high,low,low,high,high,high,6
2639,high,low,high,low,low,medium,low,low,low,high,high,6
2640,high,low,high,low,low,medium,low,low,medium,high,high,6
2641,low,low,medium,high,medium,high,high,high,medium,low,medium,5
2642,high,low,high,medium,high,low,low,medium,medium,high,low,5
2643,high,high,low,medium,medium,low,medium,medium,medium,medium,medium,5
2644,high,low,low,high,high,high,high,high,medium,medium,medium,6
2645,medium,low,medium,medium,medium,medium,low,medium,high,medium,medium,7
2646,low,low,medium,low,medium,low,low,low,high,high,medium,7
2647,low,low,low,low,low,high,medium,low,medium,medium,low,5
2648,medium,low,medium,high,high,medium,medium,high,high,high,medium,6
2649,high,low,low,high,high,high,high,high,medium,medium,medium,6
2650,medium,high,high,medium,high,high,high,high,low,high,low,5
2651,low,high,low,medium,high,low,medium,medium,medium,low,low,5
2652,high,low,medium,low,low,high,low,low,low,low,high,7
2653,low,medium,low,high,medium,high,medium,high,medium,medium,low,5
2654,medium,high,low,medium,high,high,high,high,high,high,low,5
2655,medium,low,low,medium,low,high,high,medium,medium,high,medium,5
2656,medium,low,low,medium,medium,high,high,medium,medium,high,medium,4
2657,low,low,high,low,high,high,medium,low,high,high,high,7
2658,low,low,high,high,high,high,high,high,high,high,medium,7
2659,medium,low,medium,low,low,low,low,low,medium,low,high,6
2660,medium,high,medium,medium,high,medium,high,high,low,medium,low,6
2661,high,medium,low,low,medium,high,high,low,medium,high,high,6
2662,medium,low,medium,low,medium,high,low,low,low,high,medium,6
2663,high,low,low,low,low,low,low,low,low,low,high,8
2664,low,low,medium,medium,low,medium,low,low,high,medium,high,7
2665,high,high,high,high,high,low,medium,high,high,medium,low,5
2666,low,high,medium,low,low,medium,medium,low,high,low,high,7
2667,medium,low,low,low,medium,low,medium,low,medium,medium,high,7
2668,high,high,low,low,medium,low,medium,low,low,high,high,6
2669,medium,medium,high,medium,medium,high,high,high,medium,medium,low,5
2670,low,high,medium,low,low,medium,medium,low,high,low,high,7
2671,low,medium,medium,low,low,medium,medium,low,high,low,high,7
2672,medium,low,medium,high,high,high,medium,high,medium,low,low,7
2673,high,high,medium,medium,low,low,low,low,medium,low,high,6
2674,high,high,low,medium,low,low,medium,medium,low,high,medium,7
2675,high,high,low,medium,low,low,medium,medium,low,high,medium,7
2676,high,low,medium,low,low,medium,low,low,low,high,high,6
2677,low,medium,medium,medium,low,medium,medium,low,medium,low,high,6
2678,medium,high,low,low,medium,low,medium,medium,medium,low,low,5
2679,high,low,low,medium,medium,medium,low,high,medium,low,low,6
2680,high,low,medium,medium,low,high,medium,low,low,low,high,6
2681,high,low,low,high,high,high,medium,high,low,high,low,6
2682,high,high,low,high,low,low,medium,medium,low,medium,high,6
2683,medium,high,low,low,medium,low,medium,medium,medium,low,low,5
2684,medium,low,medium,low,low,medium,medium,low,high,medium,high,6
2685,medium,low,medium,medium,low,medium,low,low,low,low,high,7
2686,high,low,medium,medium,low,high,medium,low,low,low,high,6
2687,medium,medium,high,medium,medium,high,high,high,medium,medium,low,5
2688,high,low,low,high,high,high,medium,high,low,high,low,6
2689,high,low,low,medium,medium,medium,low,high,medium,low,low,6
2690,medium,medium,low,medium,medium,low,medium,medium,medium,medium,low,6
2691,low,medium,low,high,low,low,low,medium,medium,low,medium,6
2692,medium,high,medium,low,low,low,high,low,low,high,medium,6
2693,medium,low,low,low,low,medium,medium,medium,high,high,medium,6
2694,low,medium,low,high,low,low,low,medium,medium,low,medium,6
2695,low,low,low,high,low,low,medium,medium,high,low,high,6
2696,low,low,high,high,medium,medium,high,high,low,medium,low,6
2697,medium,low,high,low,medium,low,low,low,medium,medium,medium,5
2698,medium,high,medium,low,low,low,high,low,low,high,medium,6
2699,medium,medium,low,medium,medium,low,medium,medium,medium,medium,low,6
2700,low,high,medium,medium,low,low,low,low,high,high,high,7
2701,low,low,medium,high,low,high,medium,high,high,low,low,5
2702,low,low,medium,high,low,high,medium,high,high,low,low,5
2703,low,low,medium,high,low,high,medium,high,high,low,low,5
2704,medium,medium,high,medium,high,high,high,high,medium,low,low,6
2705,medium,medium,high,medium,high,high,high,high,medium,low,low,6
2706,high,medium,high,high,medium,high,high,high,medium,high,low,6
2707,low,low,medium,high,low,high,medium,high,high,low,low,5
2708,medium,low,high,medium,medium,high,high,high,medium,medium,low,6
2709,high,medium,medium,high,medium,high,high,high,medium,high,low,5
2710,high,medium,medium,high,medium,high,high,high,medium,high,low,5
2711,low,low,low,low,high,low,medium,medium,high,low,medium,5
2712,low,low,high,medium,medium,high,high,high,medium,medium,low,5
2713,medium,low,high,medium,medium,high,high,high,medium,medium,low,6
2714,medium,medium,high,medium,medium,high,high,high,medium,medium,low,6
2715,high,medium,low,medium,medium,high,high,high,medium,high,medium,6
2716,high,medium,medium,high,medium,high,high,high,medium,high,low,5
2717,medium,low,medium,high,medium,high,medium,medium,medium,low,medium,6
2718,low,medium,medium,low,low,low,low,low,medium,high,medium,6
2719,high,low,medium,medium,low,high,high,medium,low,low,medium,6
2720,high,medium,medium,medium,low,medium,low,low,medium,low,high,7
2721,high,high,high,high,medium,low,high,high,low,high,low,5
2722,high,high,low,medium,low,medium,low,low,medium,high,high,7
2723,high,medium,low,low,low,medium,medium,medium,high,high,medium,6
2724,high,low,medium,medium,low,high,high,medium,low,low,medium,6
2725,medium,low,medium,high,medium,high,medium,high,medium,low,medium,5
2726,low,low,medium,medium,low,low,low,medium,high,medium,medium,6
2727,low,low,medium,low,medium,medium,medium,low,low,medium,medium,6
2728,low,high,low,high,high,high,high,high,medium,medium,medium,6
2729,low,medium,medium,low,low,low,low,low,high,high,high,7
2730,medium,medium,low,medium,high,medium,high,high,medium,medium,low,5
2731,high,high,medium,medium,high,medium,high,high,low,high,low,5
2732,high,high,medium,medium,high,low,medium,medium,low,medium,medium,5
2733,low,medium,medium,low,low,low,low,low,high,high,high,7
2734,medium,medium,low,high,medium,high,medium,medium,medium,medium,medium,6
2735,low,high,low,high,high,high,high,high,medium,medium,medium,6
2736,low,low,medium,low,medium,medium,medium,low,low,medium,medium,6
2737,high,low,low,high,medium,medium,low,medium,medium,medium,medium,7
2738,medium,high,high,high,high,low,medium,high,medium,low,low,5
2739,medium,high,low,medium,low,low,low,low,low,medium,high,7
2740,low,low,low,high,medium,high,medium,high,medium,low,low,6
2741,medium,high,high,high,high,low,medium,high,medium,low,low,5
2742,high,low,low,medium,medium,high,high,medium,high,high,low,6
2743,medium,medium,medium,medium,low,low,low,low,low,low,medium,6
2744,medium,medium,medium,medium,low,low,low,low,low,low,medium,6
2745,medium,high,low,medium,low,low,low,low,high,high,high,7
2746,medium,high,medium,low,medium,high,medium,low,low,medium,medium,6
2747,high,medium,medium,high,high,high,medium,high,low,high,medium,6
2748,low,low,medium,low,medium,high,high,low,high,high,high,8
2749,high,medium,medium,high,high,high,medium,high,low,high,medium,6
2750,low,low,medium,low,medium,high,high,low,high,high,high,8
2751,medium,low,medium,low,low,medium,low,low,medium,high,high,6
2752,medium,high,medium,medium,low,low,medium,low,medium,medium,high,6
2753,low,high,low,low,low,low,low,low,high,low,high,8
2754,low,low,low,low,low,low,low,low,medium,low,medium,5
2755,medium,high,low,medium,high,high,high,high,high,medium,low,5
2756,high,high,medium,high,high,high,high,high,medium,medium,medium,6
2757,low,low,low,medium,low,low,low,medium,high,medium,low,5
2758,low,low,low,medium,medium,low,low,medium,high,medium,low,6
2759,high,low,medium,medium,high,low,medium,high,medium,high,medium,6
2760,high,low,medium,medium,high,low,medium,high,high,high,medium,6
2761,low,medium,low,low,high,high,medium,medium,medium,medium,low,5
2762,high,high,medium,low,high,low,high,medium,medium,low,medium,5
2763,high,medium,medium,low,medium,low,medium,low,medium,low,high,6
2764,high,low,medium,medium,high,high,medium,high,low,low,low,6
2765,low,medium,medium,high,low,low,medium,medium,medium,low,high,6
2766,medium,low,high,low,low,medium,low,low,low,high,high,6
2767,high,low,medium,medium,high,high,medium,high,low,low,low,6
2768,high,medium,medium,low,medium,low,medium,low,medium,low,high,6
2769,high,high,medium,low,high,low,high,medium,medium,low,medium,5
2770,low,high,high,high,medium,medium,high,high,high,high,low,7
2771,low,low,low,low,high,medium,medium,medium,high,high,medium,6
2772,low,medium,medium,medium,low,medium,medium,low,high,low,high,7
2773,high,high,medium,medium,low,low,low,low,low,high,high,7
2774,medium,high,medium,high,medium,medium,medium,medium,low,low,high,8
2775,medium,high,medium,high,medium,medium,medium,medium,low,low,high,8
2776,medium,high,medium,high,medium,medium,medium,medium,low,low,high,8
2777,high,low,medium,low,medium,low,low,low,high,high,high,6
2778,high,high,medium,medium,low,low,low,low,low,high,high,7
2779,medium,low,high,low,low,high,low,low,low,medium,high,5
2780,low,medium,medium,low,low,low,low,low,high,medium,high,5
2781,high,high,high,high,high,low,high,high,high,high,high,6
2782,medium,low,medium,medium,high,medium,high,high,high,high,medium,6
2783,medium,low,medium,medium,high,medium,high,high,high,high,medium,6
2784,medium,low,medium,medium,high,medium,high,high,high,high,medium,6
2785,low,medium,low,high,high,medium,high,high,medium,medium,low,5
2786,high,medium,medium,high,low,low,low,medium,low,low,high,6
2787,low,medium,low,high,high,medium,high,high,medium,medium,low,5
2788,medium,high,high,medium,high,medium,high,high,low,high,low,5
2789,medium,high,high,medium,high,high,high,high,low,high,low,5
2790,medium,low,medium,medium,high,medium,high,high,high,high,medium,6
2791,medium,medium,high,medium,medium,high,high,high,medium,medium,low,5
2792,medium,medium,high,high,medium,high,high,high,medium,medium,low,5
2793,low,high,medium,low,low,medium,low,low,medium,high,high,7
2794,medium,high,high,high,high,medium,medium,high,low,low,low,5
2795,low,low,medium,medium,low,low,low,medium,medium,high,medium,8
2796,low,high,medium,low,low,medium,low,low,medium,high,high,7
2797,medium,high,high,high,high,medium,medium,high,low,low,low,5
2798,medium,high,medium,low,low,medium,low,low,medium,medium,high,7
2799,medium,low,high,low,low,high,medium,low,medium,medium,high,7
2800,medium,medium,high,medium,medium,high,high,high,medium,medium,low,5
2801,medium,medium,high,high,medium,high,high,high,medium,medium,low,5
2802,low,low,medium,medium,low,low,low,low,high,low,medium,6
2803,low,low,medium,high,low,low,low,medium,high,low,high,8
2804,low,low,medium,medium,low,low,low,medium,medium,high,medium,8
2805,high,low,low,low,medium,medium,medium,low,high,medium,medium,6
2806,high,low,high,high,low,high,medium,high,low,medium,low,5
2807,high,low,high,high,medium,high,medium,high,low,medium,low,5
2808,medium,medium,high,medium,medium,high,high,high,medium,medium,low,6
